author,topic,text,shooter,,,,,,,,,,,,,,,,,
3520378,Technology,"        Tonight's adventure was sponsored, in part, by Zebrahead.    Bj, Wolf and I made the obligatory appearance at a great rock show at the House of Blues.  It sure is nice to be able to kick it with a good band on a Wednesday night in the city!  They were decent as usual, the lead singer always puts on a hilarious performance.  But going to these rock shows, especially ones like Zebrahead, sure do make me feel old.  A 25 year old is an old man at these shows, where the majority of the crowd is in HS.  I probably threw stuff at people that were as old as me when I was their age.  And whoever got hit probably deserved it.  A good old fashioned punk (though poppy) show doesn't need someone slaving for the man screwing up their atmosphere.  Ha!  Fuck it, I always have a good time at those things.  I like to think I will continue with a decent concert schedule for at least a few more years.  Probably until they won't let me in when they see my ID.  They'll probably think I'm a narc.  Probably already do.  Shit, it really doesn't seem  that  long ago when Stevenson, Bob and I were jamming at our first Foo Fighters show at the Riviera, it was.......MY GOD it was over 8 years ago.  1996.  Shit.  That shit was fantastic: getting that nervous, thrilling, spine-tingling feeling when the band that I was watching was up there ripping ass up, and that was my only thought and concern in the world.  It's always been a huge release for me, seeing a rock show with my friends.  Quite drug like.  And now I'm holding on for dear life, hoping that my friends don't drop out before I feel it's time.  But I think that time is approaching, since I have to almost beg most of them to go see a band that I want to see.  Ah, c'est la vie.  It was bound to happen sometime.   But I guess I will just have to enjoy my times at shows that are still to come, while I'm still young.  ROCK AND FUCKING ROLL!!!!!!!!!!!  Good times.         ",0,,,,,,,,,,,,,,,,,
3519476,Student,           hahz... well here i am again... hmm... the day started with me studying and i was tired of it... haha went to meet my frens for pooling session at abt the afternoon... heez... parkway was quite crowded tink it was becos of the fishie exhibition that they were having... all the fishes all v nice... made fun of my fren and we all had a great laugh... my frens all say that i am v funny and i dunno y... haha when i go out with them... wat i do or say always make them laugh one... hmm went over to my grandmas house at abt 515 to meet up with my cousin... haha he brought along his rabbit and it is so cute!!! hmm... play with the rabbit was so much fun!!! did some studying just now and i am real tired now... haha studying does make one slpy....... (zzzzz!)         ,0,,,,,,,,,,,,,,,,,
3519476,Student,           had a short day today... but it really didnt feel that way... sch started alrite till i found out that my fren is not wat he is... didnt really expect him to do wat he did... and i guess we have all been wrong in our impression of him all along... didnt noe wat to do when i saw him today... just acted like nothing happen... hmm... was dreaming during chem tut again... didnt bother to listen cos everything in the lecture notes le... all just copy and copy... the office called me during recess today... quite stupid... couldnt they just call over the PA system or something... all in the same area have to call... dots... hmm ended up feeling real suxy la... did vjc maths prelim paper today and it took a long time... haha nothing really happen also except for this suxy feeling i had... thats all i guess...          ,0,,,,,,,,,,,,,,,,,
3518155,Technology,                  urlLink    Hidin in the closet...      ,0,,,,,,,,,,,,,,,,,
3517434,Religion,"             Hey the snow here is leaving as fast as it came..and that's a good thing! We had about 8 inches in all, but as soon as the sun came out and warmed to 50 degress, the snow started melting FAST, and tomarrow and Sunday it's going to be in the middle 60's..WoooooHoooo! If these last two months will pass by kinda quick it wont hurt my feelings abit, I'm running late I'll write more tomarrow, until then it's over and out!          ",0,,,,,,,,,,,,,,,,,
3517276,indUnk,"       Having listened to your collective eDonkey/eMule ramblings, I've come to the conclusion that I am the most knowledgable on the subject.  I'm still not sure who I WANT England to face if we get to the Quarter Finals.  My inkling is Greece, but then they gave us a run for our money a few years back and dicked Portugal the other day, didn't they?  I don't really want to come up against Spain, even though they bottle it a lot.  Maybe Portugal is a handy middle road...         ",0,,,,,,,,,,,,,,,,,
3517276,indUnk,       See if you are  urlLink good at pulling ...I got 81%. Go here to see how  urlLink gay you are  Fonz anything less than 50% and I know you are lying! I got 29% which is just the right amount of gayness. If the above links come out stupid apologies...I just copied fonz's code and pasted          ,0,,,,,,,,,,,,,,,,,
3517276,indUnk,"       Yes, I have a plan to back over this Oirish turd she's dating with my car, buy her flat and rent it to her, and then feed her up on a steady diet of man-phat.  Who's with me?         ",0,,,,,,,,,,,,,,,,,
3517276,indUnk,"       although i've been to kingston upon thames, rather than kingston jamaica... does that matter?          ",0,,,,,,,,,,,,,,,,,
3517276,indUnk,"       What's the 80/20 rule?  It sounds an awful lot like something I can use to get out of doing any work for a bit, and information like that should be shared.         ",0,,,,,,,,,,,,,,,,,
3517276,indUnk,"       I have some right proper compsci questions, the answers to which I can't be arsed to find myself. So do my thinking for me.  Question the first: Is Outlook Express still riddled with security problems, or is it okay to use now? I remember Microsoft recommended you didn't use it to connect to Hotmail, but that was years ago now.  Question the second: I've realised that I have enough old computer parts to build another machine, so I was thinking of putting together an interweb server. I remember people talking about Linux and Apache. Is that still the best (free) way?         ",0,,,,,,,,,,,,,,,,,
3517217,Engineering,           About a week ago I went to the church farm.&nbsp; My friend Kent took these pics.    urlLink FARM PICS           ,0,,,,,,,,,,,,,,,,,
3517217,Engineering,           http://marylou.byu.edu         ,0,,,,,,,,,,,,,,,,,
3517063,Student,"       During my freshman year of college, an old high school buddy dragged me to see a rerelease of the movie the Big Chill. To this day, it remains one of my all-time favorite movies.  The Big Chill is a U of M story - it directly references Michigan football, Ann Arbor and other facets of U of M life that I profoundly miss.  And in some ways it encapsulates my friendships. Only, over the years, what I saw as my role has changed. First, I was Alex, the suicide victim (originally supposed to be played as a corpse by Kevin Costner). Then I was Nick. No longer. First of all, I'm really not a Vietnam vet, and I'm not impotent. Still, there's so much of my friendships in this movie.  Part of me has been hoping since I first saw this movie that I'd never be in this situation. That I'd never have to see how my friends' lives had changed, that I'd never have to go to a friend's funeral. Today, I see it more objectively. I know we're all going to change. And for the most part, it's for the better. And someone will die, and we'll get over it, and grow stronger because of it. Some of us will grow distant. Some of us will grow closer. And whatever happens, we'll always have Ann Arbor.         ",0,,,,,,,,,,,,,,,,,
3516981,Environment,"                 Ok, it was a huge day so I'll start at the beginning:  Like most days the 6am drive into the block turned into a full-on redneck 'muddin' fest.  I got in early and ran into a bunch of guys just coming from the last block and didn't know the way into this one.  They all followed me in and then all got stuck in the one bad hole in the road.  2 chocker chains and some 'everybody jump in the back of the 2wd' genius and we had them out.  No big deal just now I'm super dirty.  We walked into the back of the strip we'd started the night before and I fired up my saw... funny something seems weird.  I started noticing tons of play in the throttle and then my throttle wasn't working at all.. GREAT.  I walked my saw back out to the road because working with small parts in the middle of a slash pile is a great way to loose parts; expensive imported from Germany Stihl parts.  Once I got to the road I tore the whole saw apart except and found that the problem had to be in the trigger assembly.  Low and behold the trigger assembly uses a smaller torx bit than the rest of the saw.  I spent a while walking up and down the road looking for someone to borrow tools from but everyone had disappeared.  Our block is only a little ways from the saw shop so I packed up and headed in to get some professional repairs.  Long story turned short the throttle cable had broken inside the trigger assembly and needed to be replaced.  30mins and every employee in the shop looking on had the problem fixed and, lucky me, it was under warranty.  I got back to the block and my partner had just about finished the strip we were on ( I think I mentioned that this stuff was creamy ) so we got it done and then .. REDNECK MUD FEST!  yup..  noontime and another truck to get unstuck, this time I did the honours and 3 BIG tugs got another ranger out of the hole and we just about took his bumper with it.  I got a Tim Horton's Cappuccino for the rescue effort .. STOKED!  The day was going great.. it was 2:30 and we were just about done the strip we were in so we decided to claim another for the morning to minimize the chance that too many guy show up and get an unwanted 'break'  But as we walked up the road it became apparent that there was some kind of uproar in the thinning community....  Papers, if the checker (who works for the forestry marketing board ) fails your strip you get papers.  A strip could fail for a million reasons: too many trees cut, not enough trees cut, wrong kind of trees cut or not cut, trees laying in place they shouldn't be, stumps too high... whatever.  EVERYONE had papers... except us.  We decided not to 'claim' another strip, which is kind of frowned upon just incase we had in-fact received papers.  If you get papers you have to drop everything and go back to the offending strip and fix whatever it is your paper says in wrong.  I tip toed up to the truck and peeked into the cab.... no papers! We were happy but not quite convinced since seasoned vets had got papers and really, their quality is better than ours.  We stopped into the office on the way home to get our pay stubs and low and behold we go a paper too.  A single paper is no big deal and we can get it fixed up in one tanks of gas each but shit.. you don't make any money dicking around fixing stuff that's already been cut.  And to the checker that failed us.. screw your mother, your grandmother and the horse you rode in on! and.. uh..  um.....          Your favorite band sucks!  Six Tanks of Gas - Pre-Commercial Thinning in New Brunswick - The Blog                 ",0,,,,,,,,,,,,,,,,,
